Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-byid-patients-json,2,0,416
Cross.list-simple-byid-patients-xml,2,2,412
Cross.list-simple-byid-paymentnotices,2,1,0
Cross.list-simple-byid-paymentnotices-json,2,1,0
Cross.list-simple-byid-paymentnotices-xml,2,2,0
Cross.list-simple-byid-paymentreconciliations,2,0,0
Cross.list-simple-byid-paymentreconciliations-json,2,1,0
Cross.list-simple-byid-paymentreconciliations-xml,2,2,0
Cross.list-simple-byid-people,2,0,0
Cross.list-simple-byid-people-json,2,0,0
Cross.list-simple-byid-people-xml,2,2,0
Cross.list-simple-byid-plandefinitions,2,0,0
Cross.list-simple-byid-plandefinitions-json,2,1,0
Cross.list-simple-byid-plandefinitions-xml,2,1,0
Cross.list-simple-byid-practitionerroles,2,1,248
Cross.list-simple-byid-practitionerroles-json,2,1,258
Cross.list-simple-byid-practitionerroles-xml,2,2,256
Cross.list-simple-byid-practitioners,2,0,216
Cross.list-simple-byid-practitioners-json,2,0,226
Cross.list-simple-byid-practitioners-xml,2,2,224
Cross.list-simple-byid-procedures,2,0,0
Cross.list-simple-byid-procedures-json,2,0,0
Cross.list-simple-byid-procedures-xml,2,2,0
Cross.list-simple-byid-provenances,2,1,0
Cross.list-simple-byid-provenances-json,2,2,0
Cross.list-simple-byid-provenances-xml,2,3,0
Cross.list-simple-byid-questionnaireresponses,2,0,0
Cross.list-simple-byid-questionnaireresponses-json,2,1,0
Cross.list-simple-byid-questionnaireresponses-xml,2,2,0
Cross.list-simple-byid-questionnaires,2,1,0
Cross.list-simple-byid-questionnaires-json,2,1,0
Cross.list-simple-byid-questionnaires-xml,2,2,0
Cross.list-simple-byid-relatedpeople,2,0,224
Cross.list-simple-byid-relatedpeople-json,2,2,234
Cross.list-simple-byid-relatedpeople-xml,2,2,232
Cross.list-simple-byid-requestgroups,2,0,0
Cross.list-simple-byid-requestgroups-json,2,1,0
Cross.list-simple-byid-requestgroups-xml,2,1,0
Cross.list-simple-byid-requirements,2,1,0
Cross.list-simple-byid-requirements-json,2,2,0
Cross.list-simple-byid-requirements-xml,2,2,0
Cross.list-simple-byid-researchdefinitions,2,0,0
Cross.list-simple-byid-researchdefinitions-json,2,0,0
Cross.list-simple-byid-researchdefinitions-xml,2,2,0
Cross.list-simple-byid-researchelementdefinitions,2,1,0
Cross.list-simple-byid-researchelementdefinitions-json,2,2,0
Cross.list-simple-byid-researchelementdefinitions-xml,2,2,0
Cross.list-simple-byid-researchstudies,2,1,0
Cross.list-simple-byid-researchstudies-json,2,1,0
Cross.list-simple-byid-researchstudies-xml,2,2,0
Cross.list-simple-byid-researchsubjects,2,1,0
Cross.list-simple-byid-researchsubjects-json,2,1,0
Cross.list-simple-byid-researchsubjects-xml,2,2,0
Cross.list-simple-byid-riskassessments,2,0,0
Cross.list-simple-byid-riskassessments-json,2,1,0
Cross.list-simple-byid-riskassessments-xml,2,2,0
Cross.list-simple-byid-riskevidencesyntheses,2,0,0
Cross.list-simple-byid-riskevidencesyntheses-json,2,2,0
Cross.list-simple-byid-riskevidencesyntheses-xml,2,2,0
Cross.list-simple-byid-schedules,2,0,184
Cross.list-simple-byid-schedules-json,2,1,194
Cross.list-simple-byid-schedules-xml,2,2,192
Cross.list-simple-byid-searchparameters,2,1,0
Cross.list-simple-byid-searchparameters-json,2,2,0
Cross.list-simple-byid-searchparameters-xml,2,2,0
Cross.list-simple-byid-servicerequests,2,0,0
Cross.list-simple-byid-servicerequests-json,2,2,0
Cross.list-simple-byid-servicerequests-xml,2,2,0
Cross.list-simple-byid-slots,2,1,152
Cross.list-simple-byid-slots-json,2,2,162
Cross.list-simple-byid-slots-xml,2,2,160
Cross.list-simple-byid-specimen,2,2,0
Cross.list-simple-byid-specimen-json,2,2,0
Cross.list-simple-byid-specimen-xml,2,2,0
Cross.list-simple-byid-specimendefinitions,2,0,0
Cross.list-simple-byid-specimendefinitions-json,2,1,0
Cross.list-simple-byid-specimendefinitions-xml,2,2,0
Cross.list-simple-byid-structuredefinitions,2,7,15550
Cross.list-simple-byid-structuredefinitions-json,2,9,16190
Cross.list-simple-byid-structuredefinitions-xml,2,10,16062
Cross.list-simple-byid-structuremaps,2,1,0
Cross.list-simple-byid-structuremaps-json,2,1,0
Cross.list-simple-byid-structuremaps-xml,2,2,0
Cross.list-simple-byid-subscriptions,2,0,0
Cross.list-simple-byid-subscriptions-json,2,1,0
Cross.list-simple-byid-subscriptions-xml,2,2,0
Cross.list-simple-byid-subscriptiontopics,2,0,0
Cross.list-simple-byid-subscriptiontopics-json,2,2,0
Cross.list-simple-byid-subscriptiontopics-xml,2,2,0
Cross.list-simple-byid-substancenucleicacids,2,0,0
Cross.list-simple-byid-substancenucleicacids-json,2,1,0
Cross.list-simple-byid-substancenucleicacids-xml,2,2,0
Cross.list-simple-byid-substancepolymers,2,0,0
Cross.list-simple-byid-substancepolymers-json,2,1,0
Cross.list-simple-byid-substancepolymers-xml,2,2,0
Cross.list-simple-byid-substanceproteins,2,0,0
Cross.list-simple-byid-substanceproteins-json,2,2,0
Cross.list-simple-byid-substanceproteins-xml,2,2,0
Cross.list-simple-byid-substancereferenceinformations,2,1,0
Cross.list-simple-byid-substancereferenceinformations-json,2,1,0
Cross.list-simple-byid-substancereferenceinformations-xml,2,3,0
Cross.list-simple-byid-substances,2,0,0
Cross.list-simple-byid-substances-json,2,1,0
Cross.list-simple-byid-substances-xml,2,2,0
Cross.list-simple-byid-substancesourcematerials,2,0,0
Cross.list-simple-byid-substancesourcematerials-json,2,0,0
Cross.list-simple-byid-substancesourcematerials-xml,2,2,0
Cross.list-simple-byid-substancespecifications,2,0,0
Cross.list-simple-byid-substancespecifications-json,2,2,0
Cross.list-simple-byid-substancespecifications-xml,2,2,0
Cross.list-simple-byid-supplydeliveries,2,1,0
Cross.list-simple-byid-supplydeliveries-json,2,2,0
Cross.list-simple-byid-supplydeliveries-xml,2,3,0
Cross.list-simple-byid-supplyrequests,2,0,0
Cross.list-simple-byid-supplyrequests-json,2,1,0
Cross.list-simple-byid-supplyrequests-xml,2,2,0
Cross.list-simple-byid-tasks,2,0,0
Cross.list-simple-byid-tasks-json,2,2,0
Cross.list-simple-byid-tasks-xml,2,3,0
Cross.list-simple-byid-terminologycapabilities,2,0,0
Cross.list-simple-byid-terminologycapabilities-json,2,0,0
Cross.list-simple-byid-terminologycapabilities-xml,2,2,0
Cross.list-simple-byid-testplans,2,1,0
Cross.list-simple-byid-testplans-json,2,1,0
Cross.list-simple-byid-testplans-xml,2,2,0
Cross.list-simple-byid-testreports,2,0,0
Cross.list-simple-byid-testreports-json,2,1,0
Cross.list-simple-byid-testreports-xml,2,2,0
Cross.list-simple-byid-testscripts,2,0,0
Cross.list-simple-byid-testscripts-json,2,0,0
Cross.list-simple-byid-testscripts-xml,2,2,0
Cross.list-simple-byid-valuesets,2,5,12254
Cross.list-simple-byid-valuesets-json,2,6,12784
Cross.list-simple-byid-valuesets-xml,2,7,12678
Cross.list-simple-byid-verificationresults,2,0,0
Cross.list-simple-byid-verificationresults-json,2,1,0
Cross.list-simple-byid-verificationresults-xml,2,2,0
Cross.list-simple-byid-visionprescriptions,2,0,0
Cross.list-simple-byid-visionprescriptions-json,2,0,0
Cross.list-simple-byid-visionprescriptions-xml,2,2,0
Cross.list-simple-capabilitystatements,2,0,0
Cross.list-simple-capabilitystatements-json,2,2,0
Cross.list-simple-capabilitystatements-xml,2,2,0
Cross.list-simple-careplans,2,0,0
Cross.list-simple-careplans-json,2,1,0
Cross.list-simple-careplans-xml,2,2,0
Cross.list-simple-careteams,2,0,0
Cross.list-simple-careteams-json,2,0,0
Cross.list-simple-careteams-xml,2,2,0
Cross.list-simple-catalogentries,2,1,0
Cross.list-simple-catalogentries-json,2,2,0
Cross.list-simple-catalogentries-xml,2,3,0
Cross.list-simple-chargeitemdefinitions,2,0,0
Cross.list-simple-chargeitemdefinitions-json,2,1,0
Cross.list-simple-chargeitemdefinitions-xml,2,1,0
Cross.list-simple-chargeitems,2,1,0
Cross.list-simple-chargeitems-json,2,2,0
Cross.list-simple-chargeitems-xml,2,2,0
Cross.list-simple-claimresponses,2,2,0
Cross.list-simple-claimresponses-json,2,2,0
Cross.list-simple-claimresponses-xml,2,2,0
Cross.list-simple-claims,2,0,0
Cross.list-simple-claims-json,2,0,0
Cross.list-simple-claims-xml,2,1,0
Cross.list-simple-clinicalimpressions,2,0,0
Cross.list-simple-clinicalimpressions-json,2,1,0
Cross.list-simple-clinicalimpressions-xml,2,1,0
Cross.list-simple-codesystems,2,4,5814
Cross.list-simple-codesystems-json,2,5,6074
Cross.list-simple-codesystems-xml,2,7,6022
Cross.list-simple-communicationrequests,2,0,0
Cross.list-simple-communicationrequests-json,2,0,0
Cross.list-simple-communicationrequests-xml,2,2,0
Cross.list-simple-communications,2,0,0
Cross.list-simple-communications-json,2,0,0
Cross.list-simple-communications-xml,2,2,0
Cross.list-simple-compartmentdefinitions,2,0,0
Cross.list-simple-compartmentdefinitions-json,2,1,0
Cross.list-simple-compartmentdefinitions-xml,2,1,0
Cross.list-simple-compositions,2,0,0
Cross.list-simple-compositions-json,2,1,0
Cross.list-simple-compositions-xml,2,2,0
Cross.list-simple-conceptmaps,2,1,0
Cross.list-simple-conceptmaps-json,2,1,0
Cross.list-simple-conceptmaps-xml,2,2,0
Cross.list-simple-conditions,2,0,0
Cross.list-simple-conditions-json,2,1,0
Cross.list-simple-conditions-xml,2,2,0
Cross.list-simple-consents,2,0,0
Cross.list-simple-consents-json,2,0,0
Cross.list-simple-consents-xml,2,2,0
Cross.list-simple-contracts,2,0,0
Cross.list-simple-contracts-json,2,1,0
Cross.list-simple-contracts-xml,2,2,0
Cross.list-simple-coverageeligibilityrequests,2,1,0
Cross.list-simple-coverageeligibilityrequests-json,2,1,0
Cross.list-simple-coverageeligibilityrequests-xml,2,2,0
Cross.list-simple-coverageeligibilityresponses,2,0,0
Cross.list-simple-coverageeligibilityresponses-json,2,1,0
Cross.list-simple-coverageeligibilityresponses-xml,2,2,0
Cross.list-simple-coverages,2,1,0
Cross.list-simple-coverages-json,2,1,0
Cross.list-simple-coverages-xml,2,3,0
Cross.list-simple-detectedissues,2,0,0
Cross.list-simple-detectedissues-json,2,0,0
Cross.list-simple-detectedissues-xml,2,2,0
Cross.list-simple-devicedefinitions,2,0,0
Cross.list-simple-devicedefinitions-json,2,2,0
Cross.list-simple-devicedefinitions-xml,2,2,0
Cross.list-simple-devicemetrics,2,0,0
Cross.list-simple-devicemetrics-json,2,0,0
Cross.list-simple-devicemetrics-xml,2,2,0
Cross.list-simple-devicerequests,2,0,0
Cross.list-simple-devicerequests-json,2,2,0
Cross.list-simple-devicerequests-xml,2,2,0
Cross.list-simple-devices,2,0,0
Cross.list-simple-devices-json,2,1,0
Cross.list-simple-devices-xml,2,2,0
Cross.list-simple-deviceusestatements,2,0,0
Cross.list-simple-deviceusestatements-json,2,0,0
Cross.list-simple-deviceusestatements-xml,2,2,0
Cross.list-simple-diagnosticreports,2,2,0
Cross.list-simple-diagnosticreports-json,2,2,0
Cross.list-simple-diagnosticreports-xml,2,3,0
Cross.list-simple-documentmanifests,2,0,0
Cross.list-simple-documentmanifests-json,2,1,0
Cross.list-simple-documentmanifests-xml,2,2,0
Cross.list-simple-documentreferences,2,0,0
Cross.list-simple-documentreferences-json,2,1,0
Cross.list-simple-documentreferences-xml,2,2,0
Cross.list-simple-domainresources,2,1,0
Cross.list-simple-domainresources-json,2,2,0
Cross.list-simple-domainresources-xml,2,3,0
Cross.list-simple-effectevidencesyntheses,2,0,0
Cross.list-simple-effectevidencesyntheses-json,2,1,0
Cross.list-simple-effectevidencesyntheses-xml,2,2,0
Cross.list-simple-encounters,2,0,192
Cross.list-simple-encounters-json,2,2,202
Cross.list-simple-encounters-xml,2,2,200
Cross.list-simple-endpoints,2,1,0
Cross.list-simple-endpoints-json,2,2,0
Cross.list-simple-endpoints-xml,2,2,0
Cross.list-simple-enrollmentrequests,2,1,0
Cross.list-simple-enrollmentrequests-json,2,1,0
Cross.list-simple-enrollmentrequests-xml,2,2,0
Cross.list-simple-enrollmentresponses,2,0,0
Cross.list-simple-enrollmentresponses-json,2,2,0
Cross.list-simple-enrollmentresponses-xml,2,2,0
Cross.list-simple-episodeofcares,2,0,0
Cross.list-simple-episodeofcares-json,2,0,0
Cross.list-simple-episodeofcares-xml,2,1,0
Cross.list-simple-eventdefinitions,2,0,0
Cross.list-simple-eventdefinitions-json,2,0,0
Cross.list-simple-eventdefinitions-xml,2,2,0
Cross.list-simple-evidences,2,0,0
Cross.list-simple-evidences-json,2,1,0
Cross.list-simple-evidences-xml,2,2,0
Cross.list-simple-evidencevariables,2,1,0
Cross.list-simple-evidencevariables-json,2,2,0
Cross.list-simple-evidencevariables-xml,2,2,0
Cross.list-simple-examplescenarios,2,0,0
Cross.list-simple-examplescenarios-json,2,1,0
Cross.list-simple-examplescenarios-xml,2,2,0
Cross.list-simple-explanationofbenefits,2,0,0
Cross.list-simple-explanationofbenefits-json,2,0,0
Cross.list-simple-explanationofbenefits-xml,2,2,0
Cross.list-simple-extensions,2,2,9250
Cross.list-simple-extensions-mm,2,4,9626
Cross.list-simple-familymemberhistories,2,0,0
Cross.list-simple-familymemberhistories-json,2,0,0
Cross.list-simple-familymemberhistories-xml,2,2,0
Cross.list-simple-flags,2,1,0
Cross.list-simple-flags-json,2,2,0
Cross.list-simple-flags-xml,2,3,0
Cross.list-simple-goals,2,0,0
Cross.list-simple-goals-json,2,2,0
Cross.list-simple-goals-xml,2,2,0
Cross.list-simple-graphdefinitions,2,2,0
Cross.list-simple-graphdefinitions-json,2,2,0
Cross.list-simple-graphdefinitions-xml,2,2,0
Cross.list-simple-groups,2,0,0
Cross.list-simple-groups-json,2,1,0
Cross.list-simple-groups-xml,2,2,0
Cross.list-simple-guidanceresponses,2,0,0
Cross.list-simple-guidanceresponses-json,2,1,0
Cross.list-simple-guidanceresponses-xml,2,2,0
Cross.list-simple-healthcareservices,2,1,178
Cross.list-simple-healthcareservices-json,2,1,188
Cross.list-simple-healthcareservices-xml,2,2,186
Cross.list-simple-imagingstudies,2,0,0
Cross.list-simple-imagingstudies-json,2,1,0
Cross.list-simple-imagingstudies-xml,2,2,0
Cross.list-simple-immunizationevaluations,2,0,0
Cross.list-simple-immunizationevaluations-json,2,1,0
Cross.list-simple-immunizationevaluations-xml,2,2,0
Cross.list-simple-immunizationrecommendations,2,0,0
Cross.list-simple-immunizationrecommendations-json,2,2,0
Cross.list-simple-immunizationrecommendations-xml,2,2,0
Cross.list-simple-immunizations,2,0,0
Cross.list-simple-immunizations-json,2,1,0
Cross.list-simple-immunizations-xml,2,2,0
Cross.list-simple-implementationguides,2,1,134
Cross.list-simple-implementationguides-json,2,2,144
Cross.list-simple-implementationguides-xml,2,3,142
Cross.list-simple-insuranceplans,2,0,0
Cross.list-simple-insuranceplans-json,2,2,0
Cross.list-simple-insuranceplans-xml,2,2,0
Cross.list-simple-invoices,2,2,0
Cross.list-simple-invoices-json,2,2,0
Cross.list-simple-invoices-xml,2,4,0
Cross.list-simple-libraries,2,0,0
Cross.list-simple-libraries-json,2,1,0
Cross.list-simple-libraries-xml,2,2,0
Cross.list-simple-linkages,2,0,0
Cross.list-simple-linkages-json,2,1,0
Cross.list-simple-linkages-xml,2,2,0
Cross.list-simple-lists,2,1,0
Cross.list-simple-lists-json,2,2,0
Cross.list-simple-lists-xml,2,2,0
Cross.list-simple-locations,2,0,902
Cross.list-simple-locations-json,2,2,952
Cross.list-simple-locations-xml,2,2,942
Cross.list-simple-logicals,2,0,0
Cross.list-simple-logicals-mm,2,2,0
Cross.list-simple-measurereports,2,0,0
Cross.list-simple-measurereports-json,2,1,0
Cross.list-simple-measurereports-xml,2,1,0
Cross.list-simple-measures,2,0,0
Cross.list-simple-measures-json,2,1,0
Cross.list-simple-measures-xml,2,2,0
Cross.list-simple-media,2,0,0
Cross.list-simple-media-json,2,1,0
Cross.list-simple-media-xml,2,2,0
Cross.list-simple-medicationadministrations,2,1,364
Cross.list-simple-medicationadministrations-json,2,2,374
Cross.list-simple-medicationadministrations-xml,2,2,372
Cross.list-simple-medicationdispenses,2,1,0
Cross.list-simple-medicationdispenses-json,2,2,0
Cross.list-simple-medicationdispenses-xml,2,3,0
Cross.list-simple-medicationknowledges,2,1,0
Cross.list-simple-medicationknowledges-json,2,2,0
Cross.list-simple-medicationknowledges-xml,2,2,0
Cross.list-simple-medicationrequests,2,2,0
Cross.list-simple-medicationrequests-json,2,2,0
Cross.list-simple-medicationrequests-xml,2,2,0
Cross.list-simple-medications,2,0,0
Cross.list-simple-medications-json,2,0,0
Cross.list-simple-medications-xml,2,2,0
Cross.list-simple-medicationstatements,2,0,0
Cross.list-simple-medicationstatements-json,2,1,0
Cross.list-simple-medicationstatements-xml,2,2,0
Cross.list-simple-medicinalproductauthorizations,2,0,0
Cross.list-simple-medicinalproductauthorizations-json,2,0,0
Cross.list-simple-medicinalproductauthorizations-xml,2,2,0
Cross.list-simple-medicinalproductcontraindications,2,1,0
Cross.list-simple-medicinalproductcontraindications-json,2,2,0
Cross.list-simple-medicinalproductcontraindications-xml,2,3,0
Cross.list-simple-medicinalproductindications,2,0,0
Cross.list-simple-medicinalproductindications-json,2,1,0
Cross.list-simple-medicinalproductindications-xml,2,2,0
Cross.list-simple-medicinalproductingredients,2,0,0
Cross.list-simple-medicinalproductingredients-json,2,2,0
Cross.list-simple-medicinalproductingredients-xml,2,2,0
Cross.list-simple-medicinalproductinteractions,2,0,0
Cross.list-simple-medicinalproductinteractions-json,2,1,0
Cross.list-simple-medicinalproductinteractions-xml,2,2,0
Cross.list-simple-medicinalproductmanufactureds,2,0,0
Cross.list-simple-medicinalproductmanufactureds-json,2,2,0
Cross.list-simple-medicinalproductmanufactureds-xml,2,2,0
Cross.list-simple-medicinalproductpackageds,2,0,0
Cross.list-simple-medicinalproductpackageds-json,2,2,0
Cross.list-simple-medicinalproductpackageds-xml,2,3,0
Cross.list-simple-medicinalproductpharmaceuticals,2,1,0
Cross.list-simple-medicinalproductpharmaceuticals-json,2,2,0
Cross.list-simple-medicinalproductpharmaceuticals-xml,2,2,0
Cross.list-simple-medicinalproducts,2,0,0
Cross.list-simple-medicinalproducts-json,2,1,0
Cross.list-simple-medicinalproducts-xml,2,2,0
Cross.list-simple-medicinalproductundesirableeffects,2,0,0
Cross.list-simple-medicinalproductundesirableeffects-json,2,0,0
Cross.list-simple-medicinalproductundesirableeffects-xml,2,1,0
Cross.list-simple-messagedefinitions,2,1,0
Cross.list-simple-messagedefinitions-json,2,1,0
Cross.list-simple-messagedefinitions-xml,2,3,0
Cross.list-simple-messageheaders,2,1,0
Cross.list-simple-messageheaders-json,2,2,0
Cross.list-simple-messageheaders-xml,2,2,0
Cross.list-simple-molecularsequences,2,0,0
Cross.list-simple-molecularsequences-json,2,2,0
Cross.list-simple-molecularsequences-xml,2,2,0
Cross.list-simple-name-accounts,2,0,0
Cross.list-simple-name-accounts-json,2,1,0
Cross.list-simple-name-accounts-xml,2,2,0
Cross.list-simple-name-activitydefinitions,2,0,0
